term,petitioner,respondent,jurisdiction,caseOrigin,caseSource,certReason,issue,issueArea,vote
1960,254,27,1,66,27,12,10110,1,majority
1960,100,28,2,302,300,1,10050,1,majority
1960,240,27,1,3,3,2,120010,12,majority
1960,117,28,2,302,300,1,10050,1,majority
1960,249,145,2,302,300,1,70030,7,majority
1960,501,501,6,0,30,1,10580,1,majority
1960,254,27,1,81,26,12,30050,3,dissent
1960,240,27,1,97,22,2,120010,12,dissent
1960,106,27,1,81,26,11,20280,2,dissent
1960,156,3,1,66,27,13,30010,3,dissent
1960,100,19,1,66,27,11,10050,1,dissent
1960,254,27,1,60,25,11,30050,3,dissent
1960,254,27,1,60,25,12,30050,3,dissent
1960,126,27,1,80,21,12,10370,1,dissent
1960,371,151,1,78,21,10,70040,7,dissent
1960,111,28,1,300,300,12,30080,3,dissent
1960,111,20,1,300,300,12,30080,3,dissent
1960,111,6,1,300,300,11,10090,1,dissent
1960,145,231,1,302,301,12,80040,8,dissent
1960,28,238,2,80,80,1,30160,3,dissent
1960,238,28,2,109,109,1,30160,3,dissent
1960,211,403,1,32,32,10,30060,3,dissent
1960,100,27,1,99,24,12,30060,3,dissent
1960,145,171,1,119,25,10,90320,9,dissent
1960,100,27,1,94,22,11,10170,1,dissent
1960,249,324,1,55,32,4,30120,3,dissent
1961,145,27,1,126,24,11,80060,8,majority
1961,111,16,2,302,300,1,80110,8,majority
1961,145,231,1,302,300,10,80070,8,majority
1961,100,28,1,302,300,12,10120,1,majority
1961,100,28,2,302,300,1,20130,2,majority
1961,219,28,2,302,300,1,40060,4,majority
1961,366,245,2,87,87,1,80240,8,majority
1961,100,27,1,55,32,11,10020,1,majority
1961,113,5,1,302,300,11,100060,10,majority
1961,223,28,1,302,300,11,20080,2,majority
1961,243,27,1,96,22,3,50040,5,majority
1961,8,21,2,302,300,1,30110,3,majority
1961,27,135,1,302,300,5,120030,12,majority
1961,19,152,2,61,61,1,100030,10,majority
1961,382,151,1,21,21,10,90120,9,majority
1961,116,27,2,86,86,1,90130,9,majority
1961,237,369,1,9,29,3,120010,12,majority
1961,100,28,7,302,302,1,90420,9,majority
1961,100,27,1,0,29,12,0,0,majority
1961,170,28,1,302,300,10,20160,2,majority
1961,357,119,1,27,27,12,80010,8,majority
1961,27,245,2,107,107,1,80240,8,majority
1961,382,151,1,26,26,12,90120,9,majority
1961,382,151,1,21,21,12,90120,9,majority
1961,382,249,1,21,21,12,90120,9,majority
1961,237,119,1,96,22,11,80120,8,majority
1961,8,19,2,0,300,1,30120,3,majority
1961,100,27,1,55,32,11,10020,1,majority
1961,126,28,1,302,301,12,10120,1,majority
1961,246,191,1,55,32,12,80010,8,majority
1961,151,249,1,302,300,10,100020,10,majority
1961,208,27,1,106,30,2,80050,8,majority
1961,249,151,1,103,26,10,70200,7,majority
1961,223,28,2,85,85,1,20040,2,majority
1961,114,369,1,108,29,2,80030,8,majority
1961,170,19,2,17,300,1,20160,2,majority
1961,170,19,2,17,300,1,80130,8,majority
1961,195,5,1,302,300,4,40070,4,majority
1961,249,151,1,302,300,11,70160,7,majority
1961,220,186,1,55,32,10,80190,8,majority
1961,110,27,1,94,22,2,10370,1,majority
1961,209,123,2,43,25,1,90090,9,majority
1961,100,27,1,80,21,10,10170,1,majority
1961,195,4,1,302,300,11,90160,9,majority
1961,114,7,2,123,123,1,80030,8,majority
1961,251,19,2,117,117,1,20090,2,majority
1961,223,3,1,118,118,12,20040,2,majority
1961,116,116,1,109,23,12,80040,8,majority
1961,382,151,1,25,25,13,70080,7,majority
1961,111,28,1,0,300,12,90150,9,majority
1961,251,19,2,300,300,1,20090,2,majority
1961,122,122,1,96,22,2,90140,9,majority
1961,177,16,1,109,23,4,10580,1,majority
1961,28,352,1,32,32,12,80020,8,majority
1961,369,240,1,9,23,2,120020,12,majority
1961,100,28,1,302,300,10,10120,1,majority
1961,145,116,1,126,24,12,80070,8,majority
1961,100,28,1,302,300,11,10260,1,majority
1961,187,3,2,302,300,1,40070,4,majority
1961,19,195,1,59,25,11,90320,9,majority
1961,27,184,2,104,104,1,90110,9,majority
1961,100,28,1,302,300,12,10020,1,majority
1961,236,129,1,302,300,12,100070,10,majority
1961,240,369,1,9,22,2,120010,12,majority
1961,111,28,1,302,300,12,40020,4,majority
1961,145,116,1,112,21,2,80070,8,majority
1961,136,167,1,55,32,10,10570,1,majority
1961,382,151,1,22,22,11,70070,7,majority
1961,254,27,1,55,32,12,30050,3,majority
1961,501,220,1,110,23,12,90140,9,majority
1961,100,27,1,0,32,12,20390,2,majority
1961,369,157,1,85,25,11,120010,12,majority
1961,382,151,1,24,24,10,70080,7,majority
1961,152,158,1,51,29,11,80010,8,majority
1961,145,116,1,96,22,10,80040,8,majority
1961,186,306,2,55,32,1,20240,2,majority
1961,175,28,1,302,300,12,10010,1,majority
1961,27,240,1,3,3,2,120020,12,majority
1961,158,27,1,109,23,2,90120,9,majority
1961,331,171,1,75,25,10,80050,8,majority
1961,223,28,1,302,300,12,20080,2,majority
1961,250,135,1,55,32,10,20250,2,majority
1961,145,3,1,121,25,10,80060,8,majority
1961,249,116,1,302,300,4,100020,10,majority
1961,251,19,2,96,96,1,20090,2,majority
1961,111,27,1,66,27,10,10080,1,majority
1961,249,151,1,68,27,12,70160,7,majority
1961,151,249,1,96,22,12,70010,7,majority
1961,240,27,1,120,25,10,120020,12,majority
1961,254,27,1,55,32,12,30050,3,majority
1961,238,27,2,86,86,1,80020,8,majority
1961,211,28,1,302,301,11,30010,3,majority
1961,27,185,2,87,87,1,80010,8,majority
1961,202,21,1,302,300,10,30170,3,majority
1961,4,25,1,302,301,12,80100,8,majority
1961,27,158,2,66,66,1,80010,8,majority
1961,151,145,1,96,22,10,90360,9,majority
1961,231,28,2,302,300,1,80100,8,majority
1961,208,231,1,68,27,12,90110,9,majority
1961,100,27,1,51,29,11,10430,1,majority
1961,100,28,2,302,301,1,10140,1,majority
1961,123,187,1,50,29,10,80010,8,majority
1961,105,4,1,96,22,12,90320,9,majority
1961,254,27,1,55,32,12,30050,3,majority
1961,254,27,1,0,29,12,30050,3,majority
1961,100,27,1,66,27,11,30060,3,dissent
1961,126,27,1,116,26,11,10370,1,dissent
1961,100,28,1,302,300,13,40020,4,dissent
1961,151,249,1,68,27,3,70110,7,dissent
1962,27,152,2,120,120,1,90160,9,majority
1962,100,28,1,0,300,12,90130,9,majority
1962,159,28,2,302,300,1,90160,9,majority
1962,100,28,1,302,300,12,10120,1,majority
1962,27,141,2,96,96,1,80010,8,majority
1962,126,28,2,302,300,1,90160,9,majority
1962,176,120,1,117,26,11,90140,9,majority
1962,249,151,1,302,300,12,100030,10,majority
1962,27,100,2,60,60,1,10430,1,majority
1962,234,245,1,96,22,10,80240,8,majority
1962,245,27,2,80,80,1,80020,8,majority
1962,352,198,1,25,25,10,80310,8,majority
1962,129,253,1,80,21,12,90110,9,majority
1962,234,245,1,51,29,12,80240,8,majority
1962,188,153,1,302,300,11,90460,9,majority
1962,145,151,1,302,300,12,100020,10,majority
1962,195,3,2,302,300,1,40020,4,majority
1962,245,234,1,66,27,12,90110,9,majority
1962,238,28,2,302,300,1,30170,3,majority
1962,382,141,1,22,22,12,70200,7,majority
1962,27,113,1,302,300,12,120030,12,majority
1962,126,28,1,126,24,11,10020,1,majority
1962,19,27,2,50,50,1,90340,9,majority
1962,27,4,2,60,60,1,90340,9,majority
1962,326,187,1,50,29,12,90090,9,majority
1962,100,27,1,66,27,12,10090,1,majority
1962,223,19,1,302,300,12,30010,3,majority
1962,100,27,1,50,29,12,10050,1,majority
1962,357,198,1,25,25,10,80010,8,majority
1962,8,303,1,55,32,11,40030,4,majority
1962,369,187,1,51,29,12,120010,12,majority
1962,249,120,1,302,300,11,100020,10,majority
1962,113,171,2,302,300,1,90140,9,majority
1962,28,231,2,92,92,1,80220,8,majority
1962,382,116,1,55,32,12,70100,7,majority
1962,159,249,1,302,300,12,100020,10,majority
1962,27,158,2,87,87,1,80010,8,majority
1962,27,240,1,3,3,3,120020,12,majority
1962,27,240,1,160,24,12,120020,12,majority
1962,220,19,2,302,300,1,30190,3,majority
1962,209,4,2,302,300,1,100030,10,majority
1962,145,231,1,302,301,12,80040,8,majority
1962,240,369,1,9,28,12,120010,12,majority
1962,174,111,1,107,30,11,10580,1,majority
1962,106,328,1,55,32,12,20280,2,majority
1962,223,28,1,302,300,11,30150,3,majority
1962,245,27,2,55,55,1,90310,9,majority
1962,145,231,1,302,300,12,80040,8,majority
1962,249,231,1,66,27,12,70190,7,majority
1962,100,28,1,66,27,11,10020,1,majority
1962,100,28,1,302,300,11,10120,1,majority
1962,213,28,1,302,301,12,20320,2,majority
1962,211,251,2,60,60,1,20090,2,majority
1962,28,126,1,96,22,12,10020,1,majority
1962,28,213,1,68,27,12,20370,2,majority
1962,213,28,1,302,300,11,20370,2,majority
1962,249,151,1,74,26,12,70080,7,majority
1962,100,28,1,302,300,12,10010,1,majority
1962,223,17,1,302,300,12,30010,3,majority
1962,136,28,1,302,300,12,90390,9,majority
1962,113,138,1,302,300,12,90140,9,majority
1962,223,28,1,302,300,12,30150,3,majority
1962,116,27,1,50,29,11,80060,8,majority
1962,4,184,1,300,300,12,80100,8,majority
1962,19,195,1,51,29,10,80130,8,majority
1962,3,28,1,51,29,12,80130,8,majority
1962,237,185,1,96,22,12,80030,8,majority
1962,116,231,1,42,25,12,80220,8,majority
1962,249,104,1,120,25,10,70080,7,majority
1962,116,116,1,85,25,12,80070,8,majority
1962,145,231,1,302,300,11,80040,8,majority
1962,4,104,1,302,300,10,100120,10,majority
1962,28,135,2,72,72,1,80110,8,majority
1962,100,27,1,122,25,2,10170,1,majority
1962,366,231,2,53,53,1,80220,8,majority
1962,213,28,1,0,300,12,20320,2,majority
1962,213,28,1,302,301,12,20320,2,majority
1962,213,28,1,302,300,12,20320,2,majority
1962,213,28,1,0,300,12,20320,2,majority
1962,213,28,1,301,300,12,20320,2,majority
1962,213,28,1,302,301,12,20320,2,majority
1962,136,27,1,50,29,12,10020,1,majority
1962,249,231,1,74,26,10,70110,7,majority
1962,159,27,1,96,22,2,120010,12,majority
1962,28,19,9,0,0,1,100010,10,majority
1962,126,28,1,302,300,12,10120,1,majority
1962,223,28,1,302,300,12,20040,2,majority
1962,100,28,1,302,300,12,10160,1,majority
1962,249,145,1,302,300,11,70030,7,majority
1962,152,19,2,50,50,1,80110,8,majority
1962,100,27,1,80,21,2,10090,1,majority
1962,240,369,1,9,25,2,120010,12,majority
1962,145,116,1,112,21,11,80070,8,majority
1962,382,151,1,23,23,2,70190,7,majority
1962,126,28,1,302,300,12,90150,9,majority
1962,223,3,1,302,300,10,20080,2,majority
1962,223,3,1,302,301,10,20080,2,majority
1962,223,28,1,302,300,10,20080,2,majority
1962,223,28,1,302,300,12,20080,2,majority
1962,126,27,1,96,22,12,10370,1,majority
1962,119,119,1,96,22,12,80010,8,majority
1962,100,27,1,122,25,12,10020,1,majority
1962,100,27,1,129,29,12,10020,1,majority
1962,223,3,1,302,301,12,20080,2,majority
1962,223,28,1,302,300,12,20080,2,majority
1962,111,216,1,300,300,10,60030,6,majority
1962,27,100,2,51,51,1,10430,1,majority
1962,145,116,1,109,23,11,80070,8,majority
1962,213,28,1,302,300,12,20370,2,majority
1962,241,326,1,55,32,3,80130,8,majority
1962,100,27,1,80,21,12,10160,1,majority
1962,100,28,1,302,300,11,10010,1,majority
1962,222,3,1,118,26,10,20040,2,majority
1962,28,27,9,0,0,1,20050,2,majority
1962,28,28,9,0,0,1,80130,8,majority
1962,224,21,1,153,27,12,20050,2,majority
1962,224,21,1,116,26,12,20050,2,majority
1962,249,247,1,302,301,11,100020,10,majority
1962,249,247,1,302,300,11,100020,10,majority
1962,27,176,1,3,3,3,90360,9,majority
1962,100,28,1,302,300,12,10260,1,majority
1962,382,151,1,26,26,12,70070,7,majority
1962,249,145,1,302,300,12,70030,7,majority
1962,145,231,1,111,23,12,80040,8,majority
1962,145,116,1,96,22,2,80040,8,majority
1962,240,369,1,9,22,2,120010,12,majority
1962,249,28,2,302,300,1,100120,10,majority
1962,27,135,1,302,300,5,120030,12,majority
1962,254,27,1,68,27,10,30050,3,majority
1962,27,215,1,96,22,3,80060,8,majority
1962,120,176,1,59,25,12,80160,8,majority
1962,27,184,2,96,96,1,80010,8,majority
1962,27,113,2,109,109,1,80020,8,majority
1962,248,4,2,302,300,1,30160,3,majority
1962,368,106,1,51,29,11,20110,2,majority
1962,106,1,1,55,32,12,20110,2,majority
1962,223,28,1,302,300,12,20080,2,majority
1962,100,27,1,51,29,12,10020,1,majority
1962,100,28,1,302,300,12,20320,2,majority
1962,223,28,1,302,300,12,20080,2,majority
1962,100,27,1,0,28,12,10020,1,majority
1962,104,27,2,96,96,1,80260,8,dissent
1962,19,100,1,96,22,10,90020,9,dissent
1962,28,352,1,32,32,10,80300,8,dissent
1962,100,27,1,80,21,11,10490,1,dissent
1962,254,8,1,0,29,12,30050,3,dissent
1963,136,27,1,96,22,12,10370,1,majority
1963,145,198,1,121,25,12,80040,8,majority
1963,246,112,1,96,22,12,90380,9,majority
1963,217,27,1,58,25,11,10370,1,majority
1963,100,28,1,302,300,12,10120,1,majority
1963,100,28,1,302,300,12,10120,1,majority
1963,213,28,1,302,300,12,20320,2,majority
1963,213,28,1,302,300,12,20320,2,majority
1963,213,28,1,302,300,12,20320,2,majority
1963,213,28,1,302,300,12,20320,2,majority
1963,213,28,1,302,300,12,20320,2,majority
1963,100,28,1,302,300,12,10120,1,majority
1963,100,27,1,96,22,12,10160,1,majority
1963,100,28,1,302,300,12,10120,1,majority
1963,100,28,1,302,300,12,10120,1,majority
1963,27,240,1,3,3,3,120010,12,majority
1963,16,231,1,66,27,11,90140,9,majority
1963,138,135,1,302,301,12,90350,9,majority
1963,100,28,1,302,300,12,10060,1,majority
1963,249,145,1,302,300,12,100020,10,majority
1963,195,195,1,87,28,10,110010,11,majority
1963,27,240,1,120,25,10,120010,12,majority
1963,223,3,1,302,301,12,90190,9,majority
1963,231,27,2,66,66,1,90120,9,majority
1963,27,126,1,69,27,2,10370,1,majority
1963,217,27,1,80,21,11,10370,1,majority
1963,405,119,1,96,22,10,80120,8,majority
1963,145,231,1,302,300,11,80070,8,majority
1963,195,198,1,107,30,12,10580,1,majority
1963,106,368,1,22,22,2,20110,2,majority
1963,166,27,1,96,22,10,120030,12,majority
1963,253,168,1,302,300,12,90190,9,majority
1963,140,231,1,96,22,12,80040,8,majority
1963,211,3,2,302,300,1,30150,3,majority
1963,249,151,1,302,300,12,70010,7,majority
1963,249,120,1,302,301,11,100020,10,majority
1963,158,4,2,57,57,1,80110,8,majority
1963,106,368,1,66,27,12,10350,1,majority
1963,224,21,1,126,24,10,20050,2,majority
1963,222,19,2,75,75,1,20010,2,majority
1963,382,151,1,25,25,4,70100,7,majority
1963,165,4,2,75,75,1,90090,9,majority
1963,240,369,1,55,32,12,120010,12,majority
1963,251,19,2,60,60,1,20090,2,majority
1963,251,211,2,96,96,1,20090,2,majority
1963,27,100,2,58,58,1,10570,1,majority
1963,27,100,2,56,56,1,80170,8,majority
1963,231,28,2,99,99,1,90120,9,majority
1963,106,368,1,22,22,10,20110,2,majority
1963,145,27,1,3,3,12,30120,3,majority
1963,145,231,1,86,28,10,20250,2,majority
1963,145,231,1,46,28,12,20250,2,majority
1963,3,223,1,75,75,12,20040,2,majority
1963,27,195,1,107,30,12,90110,9,majority
1963,501,501,1,55,32,12,90480,9,majority
1963,352,148,1,29,29,10,80270,8,majority
1963,501,28,1,0,300,12,90150,9,majority
1963,19,251,2,121,121,1,20090,2,majority
1963,501,27,1,0,3,12,30120,3,majority
1963,238,172,1,66,27,11,80180,8,majority
1963,184,172,1,66,27,12,80180,8,majority
1963,16,184,1,153,27,10,90140,9,majority
1963,249,151,1,302,300,11,70010,7,majority
1963,190,211,1,302,300,10,30030,3,majority
1963,166,253,1,302,300,13,100070,10,majority
1963,116,116,1,108,29,3,80070,8,majority
1963,27,158,2,56,56,1,80010,8,majority
1963,100,28,1,302,300,12,90380,9,majority
1963,100,28,1,302,300,12,10160,1,majority
1963,126,27,1,86,28,12,10330,1,majority
1963,28,28,9,0,0,1,110020,11,majority
1963,223,3,1,302,301,12,20040,2,majority
1963,114,27,1,51,29,4,80030,8,majority
1963,100,27,1,73,26,12,10060,1,majority
1963,209,28,1,302,301,10,100110,10,majority
1963,116,27,2,66,66,1,80220,8,majority
1963,27,245,2,52,52,1,80240,8,majority
1963,24,102,1,96,22,10,90490,9,majority
1963,382,151,1,58,25,10,70100,7,majority
1963,100,28,1,302,301,11,10050,1,majority
1963,249,382,1,22,22,3,70140,7,majority
1963,240,27,1,51,29,4,120010,12,majority
1963,352,198,1,25,25,10,80300,8,majority
1963,151,249,1,96,22,10,70010,7,majority
1963,106,368,1,96,22,12,20260,2,majority
1963,254,16,1,302,300,11,10080,1,majority
1963,111,1,1,55,32,12,30060,3,majority
1963,16,208,1,109,23,10,90140,9,majority
1963,223,28,1,302,300,12,20040,2,majority
1963,27,198,2,123,123,1,80020,8,majority
1963,27,19,4,85,25,1,10080,1,majority
1963,100,28,1,302,300,12,20040,2,majority
1963,223,3,1,302,300,12,30150,3,majority
1963,151,249,1,96,22,12,90130,9,majority
1963,249,216,1,302,300,11,30010,3,majority
1963,352,198,1,30,30,2,90140,9,majority
1963,382,141,1,29,29,12,70150,7,majority
1963,382,249,1,32,32,12,70140,7,majority
1963,27,254,2,80,80,1,10110,1,majority
1963,249,151,1,302,300,12,100020,10,majority
1963,126,28,1,302,300,12,20040,2,majority
1963,231,234,1,302,300,5,80070,8,majority
1963,208,137,1,75,25,12,80040,8,majority
1963,245,27,2,47,47,1,80240,8,majority
1963,100,28,2,302,300,1,10050,1,majority
1963,27,198,2,93,93,1,80020,8,majority
1963,174,171,1,58,25,12,80110,8,majority
1963,145,231,1,43,25,12,80060,8,majority
1963,100,27,1,96,22,11,10120,1,majority
1963,224,21,1,126,24,10,20050,2,majority
1963,116,27,1,80,21,2,80230,8,majority
1963,249,151,1,103,26,11,100030,10,majority
1963,224,21,1,60,25,12,20050,2,majority
1963,100,27,1,96,22,12,10030,1,majority
1963,27,184,2,95,95,1,80020,8,majority
1963,223,19,1,302,300,12,30010,3,majority
1963,245,245,2,122,122,1,80240,8,majority
1963,27,28,1,124,22,10,120030,12,majority
1963,8,4,2,129,129,1,30090,3,majority
1963,144,143,2,302,300,1,80110,8,majority
1963,100,28,2,302,302,1,90160,9,majority
1963,202,21,2,302,300,1,30170,3,majority
1963,195,3,1,300,300,12,100120,10,majority
1963,123,172,1,50,29,12,80180,8,majority
1963,122,237,1,132,27,12,80120,8,majority
1963,27,100,2,96,96,1,10170,1,majority
1963,184,172,1,80,21,11,80180,8,majority
1963,145,231,1,302,301,12,80040,8,majority
1963,19,251,2,41,41,1,20090,2,majority
1963,251,19,2,96,96,1,20090,2,majority
1963,251,19,2,302,300,1,20090,2,majority
1963,19,251,2,126,126,1,20090,2,majority
1963,19,251,2,54,54,1,20090,2,majority
1963,251,19,2,52,52,1,20090,2,majority
1963,254,28,1,302,300,12,10090,1,majority
1963,254,4,1,302,300,12,10110,1,majority
1963,27,28,2,302,300,1,100060,10,majority
1963,100,28,1,302,300,10,10050,1,majority
1963,7,105,2,51,51,1,100050,10,majority
1963,223,28,1,302,300,12,20080,2,majority
1963,223,3,1,302,300,12,20080,2,majority
1963,223,28,2,302,300,1,20080,2,majority
1963,27,128,2,54,54,1,80020,8,majority
1963,223,28,1,302,300,12,20080,2,majority
1963,223,3,1,302,300,11,20080,2,majority
1963,100,28,1,96,22,10,10010,1,majority
1963,27,184,2,96,96,1,80020,8,majority
1963,100,28,1,302,300,11,10120,1,majority
1963,211,328,2,55,55,1,30060,3,majority
1963,126,27,1,96,22,12,10370,1,majority
1963,223,3,1,302,302,12,90150,9,majority
1963,253,168,1,302,300,11,110030,11,majority
1963,19,251,2,129,129,1,20090,2,majority
1963,19,251,2,107,107,1,20090,2,majority
1963,100,27,1,44,29,12,10190,1,majority
1963,215,28,1,66,27,12,30160,3,majority
1963,223,28,2,302,300,1,20080,2,majority
1963,251,19,2,58,58,1,20090,2,majority
1963,251,19,2,66,66,1,20090,2,majority
1963,223,28,1,302,300,12,20080,2,majority
1963,251,19,2,81,81,1,20090,2,majority
1963,100,28,1,302,300,12,10120,1,majority
1963,100,28,1,0,300,12,10010,1,majority
1963,213,28,1,302,300,12,20320,2,majority
1963,100,28,1,302,300,12,10050,1,majority
1963,213,28,1,302,300,12,20320,2,majority
1963,135,138,1,94,22,12,90110,9,dissent
1963,151,247,1,302,300,12,70010,7,dissent
1963,100,27,1,66,27,12,10050,1,dissent
1963,241,198,1,50,29,12,80010,8,dissent
1963,189,28,2,302,300,1,80100,8,dissent
1964,382,151,1,25,25,2,70080,7,majority
1964,177,172,1,302,300,12,80180,8,majority
1964,19,251,2,110,110,1,20090,2,majority
1964,28,215,1,130,24,12,10010,1,majority
1964,27,240,1,109,23,2,120010,12,majority
1964,240,27,1,73,26,11,120010,12,majority
1964,19,28,2,302,300,1,30030,3,majority
1964,100,28,1,302,300,11,10050,1,majority
1964,145,16,1,69,27,11,90110,9,majority
1964,249,104,1,104,26,12,90150,9,majority
1964,249,247,1,96,22,3,70060,7,majority
1964,145,116,1,103,26,12,80050,8,majority
1964,249,247,1,96,22,10,70060,7,majority
1964,100,28,2,302,300,1,20040,2,majority
1964,151,382,1,32,32,4,70070,7,majority
1964,145,151,1,96,22,11,90110,9,majority
1964,122,27,2,60,60,1,20040,2,majority
1964,1,228,2,42,42,1,20040,2,majority
1964,223,3,1,302,300,12,20080,2,majority
1964,114,27,1,92,23,2,80030,8,majority
1964,145,27,2,126,126,1,90120,9,majority
1964,19,251,2,124,124,1,20090,2,majority
1964,28,198,1,25,25,12,80310,8,majority
1964,27,113,1,96,22,12,90420,9,majority
1964,113,113,1,55,32,13,90120,9,majority
1964,19,251,2,60,60,1,20090,2,majority
1964,100,28,1,302,300,12,90180,9,majority
1964,100,28,1,302,300,11,10210,1,majority
1964,117,28,1,302,302,12,10050,1,majority
1964,241,4,1,302,300,10,90180,9,majority
1964,3,195,2,122,25,1,80110,8,majority
1964,223,28,2,302,300,1,30150,3,majority
1964,223,28,2,302,300,1,30150,3,majority
1964,405,114,1,52,30,12,80030,8,majority
1964,19,251,2,60,60,1,20090,2,majority
1964,151,145,1,302,300,11,70010,7,majority
1964,145,231,1,302,300,12,80040,8,majority
1964,28,28,9,0,0,1,110020,11,majority
1964,223,28,1,302,300,12,20080,2,majority
1964,352,198,1,28,28,12,80310,8,majority
1964,326,241,1,55,32,12,90120,9,majority
1964,100,27,1,51,29,12,10370,1,majority
1964,145,171,1,42,25,12,80050,8,majority
1964,242,28,2,302,300,1,30010,3,majority
